folio,punto_folio,punto,genero,edad,p1,p2a,p2b,p2c,p3,p5h,p6a,distrito,seccion,hora_termino,estatus,instanceID,formdef_version,KEY
226,23,23,1,75,4,2,2,2,5,2,4,8,4824,1449,1,uuid:44b85cc4-900a-4418-9f9a-0ad32e1d8e46,1707211615,uuid:44b85cc4-900a-4418-9f9a-0ad32e1d8e46
621,63,63,1,62,5,2,1,1,5,2,4,12,4812,1044,1,uuid:da117053-eaf5-428f-98ef-b9e029ef4244,1707211615,uuid:da117053-eaf5-428f-98ef-b9e029ef4244
227,23,23,1,68,4,2,2,2,5,2,4,8,4824,1517,1,uuid:fc5bd6e1-a0e2-4229-a299-51c2524f34d2,1707211615,uuid:fc5bd6e1-a0e2-4229-a299-51c2524f34d2
622,63,63,1,89,2,2,2,2,5,2,5,12,4812,1130,1,uuid:bd1e22da-113b-4eb6-8a4e-5321a7f7cd64,1707211615,uuid:bd1e22da-113b-4eb6-8a4e-5321a7f7cd64
623,63,63,1,70,,,,,,,,,,,,uuid:84924e99-c848-47e4-abed-f56a73244c27,1707211615,uuid:84924e99-c848-47e4-abed-f56a73244c27
623,63,63,2,21,,,,,,,,,,,,uuid:c9f2c27f-65d8-4e65-b4ff-f9711ded2a35,1707211615,uuid:c9f2c27f-65d8-4e65-b4ff-f9711ded2a35
228,23,23,2,48,5,2,2,2,4,2,5,8,4824,1600,1,uuid:25635eb9-ff00-45bb-91ba-5007891c3a3c,1707211615,uuid:25635eb9-ff00-45bb-91ba-5007891c3a3c
623,63,63,1,49,4,1,1,1,5,2,,12,4812,1218,1,uuid:6b023797-c170-4645-ad90-84b9f7f8d822,1707211615,uuid:6b023797-c170-4645-ad90-84b9f7f8d822
744,75,75,2,29,2,1,1,1,4,2,2,12,4769,1430,1,uuid:ae7f1ce4-5323-4529-80b7-6220ea37a523,1707211615,uuid:ae7f1ce4-5323-4529-80b7-6220ea37a523
224,23,23,1,44,2,1,1,1,2,1,2,8,4824,1645,1,uuid:c5591c0b-3e9f-4a90-a5b5-9f5b9ddba36d,1707211615,uuid:c5591c0b-3e9f-4a90-a5b5-9f5b9ddba36d
745,75,75,2,71,2,2,2,2,5,2,2,12,4769,1513,1,uuid:2102d244-f3b8-44e5-9aa0-cf61cc81ec8d,1707211615,uuid:2102d244-f3b8-44e5-9aa0-cf61cc81ec8d
746,75,75,2,58,5,2,2,2,5,2,3,12,4769,1,1,uuid:e68496a0-ffc5-40ad-ba07-1e8f1f2ca43b,1707211615,uuid:e68496a0-ffc5-40ad-ba07-1e8f1f2ca43b
225,23,23,2,56,4,2,2,2,5,2,3,8,4824,1715,1,uuid:ad75f149-8458-4532-bc96-3ee9bd8b5bd6,1707211615,uuid:ad75f149-8458-4532-bc96-3ee9bd8b5bd6
884,89,89,2,64,5,2,2,2,5,2,4,12,4782,1651,1,uuid:edacfd8a-9550-4001-baec-ae9bf781567e,1707211615,uuid:edacfd8a-9550-4001-baec-ae9bf781567e
229,23,23,2,61,4,2,2,2,4,2,4,8,4824,1747,1,uuid:db8caea2-9e6a-4d06-9abb-48286414f204,1707211615,uuid:db8caea2-9e6a-4d06-9abb-48286414f204
885,89,89,2,43,2,1,1,1,5,1,4,12,4782,1740,1,uuid:5eead895-c319-46b3-9456-83386b29a7fb,1707211615,uuid:5eead895-c319-46b3-9456-83386b29a7fb
886,89,89,2,38,5,2,2,2,5,2,5,12,4782,1809,1,uuid:1e490780-13de-46ae-b861-62238fa0dbb7,1707211615,uuid:1e490780-13de-46ae-b861-62238fa0dbb7
761,77,77,2,43,2,1,1,1,2,2,3,12,4789,1902,1,uuid:ab6cc2bf-44aa-4fb6-8ba1-a28e434cabe9,1707211615,uuid:ab6cc2bf-44aa-4fb6-8ba1-a28e434cabe9
841,85,85,2,35,2,2,2,2,5,2,5,12,5757,1345,1,uuid:0890af41-2a46-4c41-b237-366c928ff28c,1707211615,uuid:0890af41-2a46-4c41-b237-366c928ff28c
842,85,85,1,35,3,1,1,2,2,2,5,12,4757,1415,1,uuid:4050c479-f238-406d-a131-a909e1da128b,1707211615,uuid:4050c479-f238-406d-a131-a909e1da128b
843,85,85,2,41,5,2,2,2,5,2,5,12,4757,1454,1,uuid:eae95df8-5bd2-4b4b-af5e-585ddcfc8be2,1707211615,uuid:eae95df8-5bd2-4b4b-af5e-585ddcfc8be2
844,85,85,1,52,5,2,2,2,5,2,4,12,4757,1524,1,uuid:e795aa0a-dbd6-4d15-b9f7-7c2bdfe600b9,1707211615,uuid:e795aa0a-dbd6-4d15-b9f7-7c2bdfe600b9
845,85,85,2,45,4,2,2,2,5,2,4,12,4757,1546,1,uuid:f888073e-04d9-4bf5-bc6f-93e129e832fd,1707211615,uuid:f888073e-04d9-4bf5-bc6f-93e129e832fd
846,85,85,1,85,4,2,2,2,5,2,4,12,4757,1609,1,uuid:989ceec8-b0bd-4001-9451-110c1bdd0341,1707211615,uuid:989ceec8-b0bd-4001-9451-110c1bdd0341
847,85,85,2,35,4,2,2,2,4,2,,12,4757,1704,1,uuid:b89ff412-4a7a-49eb-8f2f-2721df444290,1707211615,uuid:b89ff412-4a7a-49eb-8f2f-2721df444290
848,85,85,1,43,4,2,2,2,3,2,5,12,4757,1730,1,uuid:633fe7a4-65d5-4855-ab2f-96c6307cea12,1707211615,uuid:633fe7a4-65d5-4855-ab2f-96c6307cea12
849,85,85,1,56,3,2,2,2,4,2,3,12,4757,1817,1,uuid:224cb1b6-62ce-4435-8c93-b0a97c81384c,1707211615,uuid:224cb1b6-62ce-4435-8c93-b0a97c81384c
230,23,23,1,58,4,2,2,2,3,2,2,8,4824,1825,1,uuid:a9be4e89-4b3c-4899-b789-dfb7e72bdd83,1707211615,uuid:a9be4e89-4b3c-4899-b789-dfb7e72bdd83
850,85,85,1,20,3,2,2,2,5,2,4,12,4757,1859,1,uuid:97d9154a-5372-4771-9717-2361a5d3f6d9,1707211615,uuid:97d9154a-5372-4771-9717-2361a5d3f6d9
627,63,63,2,24,2,1,1,1,2,2,2,12,4812,1133,1,uuid:095c4aff-1461-41b5-90c6-a687d9cfa82c,1707211615,uuid:095c4aff-1461-41b5-90c6-a687d9cfa82c
628,63,63,2,43,4,2,2,2,4,2,4,12,4812,1208,1,uuid:566869ec-ce70-47a3-9627-f81adc2ec83a,1707211615,uuid:566869ec-ce70-47a3-9627-f81adc2ec83a
629,63,63,2,53,4,2,2,2,5,2,4,12,4812,1235,1,uuid:e49ad614-3c41-4120-91ca-05b14cf662dd,1707211615,uuid:e49ad614-3c41-4120-91ca-05b14cf662dd
741,75,75,1,77,2,1,2,1,2,2,1,12,4769,1445,1,uuid:ea8b63b6-12a2-4ed1-96b9-729c6037f230,1707211615,uuid:ea8b63b6-12a2-4ed1-96b9-729c6037f230
742,75,75,2,30,1,2,2,2,5,2,3,12,4769,1537,1,uuid:9b0526b5-e58d-4f15-bac2-02cd4e154089,1707211615,uuid:9b0526b5-e58d-4f15-bac2-02cd4e154089
743,75,75,1,60,4,2,2,2,4,2,4,12,4812,1609,1,uuid:924b96f8-1215-43bd-ae3a-0dfd0bbf5060,1707211615,uuid:924b96f8-1215-43bd-ae3a-0dfd0bbf5060
887,89,89,2,60,5,2,2,2,5,2,5,12,4782,1659,1,uuid:104769d9-8886-40b8-9ac8-0cc349c7fdae,1707211615,uuid:104769d9-8886-40b8-9ac8-0cc349c7fdae
888,89,89,2,24,2,2,2,2,4,2,3,12,4782,1734,1,uuid:9253e6d7-9af3-46c7-b9d6-c9b1e720e530,1707211615,uuid:9253e6d7-9af3-46c7-b9d6-c9b1e720e530
889,89,89,2,55,4,2,2,2,4,2,4,12,4782,1820,1,uuid:20fcafe6-c8ef-4442-a616-52e15fcdf777,1707211615,uuid:20fcafe6-c8ef-4442-a616-52e15fcdf777
742,75,75,2,37,,,,,,,,,,,,uuid:a94abe8e-e20c-4053-a2e2-f7d9f37ddb3a,1707211615,uuid:a94abe8e-e20c-4053-a2e2-f7d9f37ddb3a
889,89,89,2,60,,,,,,,,,,,,uuid:a49b1f24-b840-46d8-9c8f-782590dc55c2,1707211615,uuid:a49b1f24-b840-46d8-9c8f-782590dc55c2
764,77,77,2,20,,,,,,,,,,,,uuid:19be86a4-b3c5-40f8-a29f-2a4ee4fc2250,1707211615,uuid:19be86a4-b3c5-40f8-a29f-2a4ee4fc2250
591,60,60,2,60,5,2,2,2,5,2,4,12,4755,1411,1,uuid:b97ac1d4-b241-4925-9cde-247e937fdb51,1707211615,uuid:b97ac1d4-b241-4925-9cde-247e937fdb51
592,60,60,2,33,5,2,2,2,5,2,3,12,4755,1448,1,uuid:d35cbb83-9013-460a-a51f-8841c903857c,1707211615,uuid:d35cbb83-9013-460a-a51f-8841c903857c
991,100,100,1,36,2,2,2,2,4,2,4,12,4911,135,1,uuid:515438c5-e900-497b-9fd4-b3f9902c791f,1707211615,uuid:515438c5-e900-497b-9fd4-b3f9902c791f
992,100,100,1,75,3,1,2,2,2,2,3,12,4911,211,1,uuid:3b323122-2ad5-4217-abbd-a6af6b756c05,1707211615,uuid:3b323122-2ad5-4217-abbd-a6af6b756c05
993,100,100,2,38,5,1,2,2,5,2,5,12,4911,300,1,uuid:c861244a-9296-4dc5-81a0-d715ab0d9734,1707211615,uuid:c861244a-9296-4dc5-81a0-d715ab0d9734
994,100,100,2,53,5,2,2,2,5,2,5,12,4911,410,1,uuid:42ba23c8-1538-4957-8279-49e4d64ef540,1707211615,uuid:42ba23c8-1538-4957-8279-49e4d64ef540
995,100,100,1,45,3,2,2,2,3,2,4,12,4911,441,1,uuid:9bc86be3-3e58-45b6-9733-535bd0f4d18d,1707211615,uuid:9bc86be3-3e58-45b6-9733-535bd0f4d18d
996,100,100,1,70,5,2,2,2,5,2,4,12,4911,551,1,uuid:8227bede-5e1a-4d17-85a9-cf9a38946dab,1707211615,uuid:8227bede-5e1a-4d17-85a9-cf9a38946dab
997,100,100,1,47,5,2,2,2,5,2,4,12,4911,619,1,uuid:40e07be8-5a9f-45a8-8f89-4160bded0402,1707211615,uuid:40e07be8-5a9f-45a8-8f89-4160bded0402
998,100,100,1,39,5,2,2,2,5,1,4,12,4911,652,1,uuid:ebce8a40-4a0c-416a-9a68-618ba8f3bc9c,1707211615,uuid:ebce8a40-4a0c-416a-9a68-618ba8f3bc9c
999,100,100,2,52,5,2,2,2,5,2,5,12,4911,743,1,uuid:30b27cd3-4299-4ce6-94b0-962802173c26,1707211615,uuid:30b27cd3-4299-4ce6-94b0-962802173c26
1000,100,100,2,31,4,2,2,2,5,2,4,12,4911,826,1,uuid:efab2760-1483-4d5f-bec1-1962529a5d63,1707211615,uuid:efab2760-1483-4d5f-bec1-1962529a5d63
1062,107,107,2,44,2,1,1,1,5,2,5,12,4572,1830,1,uuid:fdea5400-b2f9-44ef-b393-5f2b63b8ae01,1707211615,uuid:fdea5400-b2f9-44ef-b393-5f2b63b8ae01
1031,104,104,2,30,2,1,2,2,4,2,5,12,4567,1415,1,uuid:765685c8-ac72-4fcf-94c6-7259538da764,1707211615,uuid:765685c8-ac72-4fcf-94c6-7259538da764
1032,104,104,1,55,4,2,2,2,4,2,4,12,4567,1552,1,uuid:b9cfb314-2302-4458-9d08-e86ff8113092,1707211615,uuid:b9cfb314-2302-4458-9d08-e86ff8113092
441,45,45,2,58,4,2,2,2,5,2,4,8,4825,1246,1,uuid:d2c17629-9b76-4b90-a2cd-bb0028c7830a,1707211615,uuid:d2c17629-9b76-4b90-a2cd-bb0028c7830a
443,45,45,1,45,5,2,2,2,5,2,5,8,4825,1349,1,uuid:b34191ee-6656-4aa1-a435-f7adc44b6579,1707211615,uuid:b34191ee-6656-4aa1-a435-f7adc44b6579
444,45,45,1,26,2,2,2,2,5,2,5,8,4825,1417,1,uuid:00a0668c-95d5-4ef9-a4c4-aa9471d71a07,1707211615,uuid:00a0668c-95d5-4ef9-a4c4-aa9471d71a07
445,45,45,1,45,3,99,1,2,3,2,2,8,4825,1512,1,uuid:e00f3281-cf75-4410-9515-bb91e9da7cac,1707211615,uuid:e00f3281-cf75-4410-9515-bb91e9da7cac
446,45,45,2,50,5,2,2,2,5,2,5,8,4825,1550,1,uuid:e90e4286-e89b-44d9-8807-0e7f57f67259,1707211615,uuid:e90e4286-e89b-44d9-8807-0e7f57f67259
447,45,45,2,48,4,2,2,2,5,2,5,8,4825,1627,1,uuid:079b8e13-0d0f-473e-bd0b-3f18014cdf22,1707211615,uuid:079b8e13-0d0f-473e-bd0b-3f18014cdf22
448,45,45,2,81,2,2,2,2,5,2,4,8,4825,1705,1,uuid:e0f186ab-3164-4723-a00b-484bb0b48ebc,1707211615,uuid:e0f186ab-3164-4723-a00b-484bb0b48ebc
448,45,45,1,29,2,2,2,1,2,2,2,8,4825,1738,1,uuid:9717d8df-6a02-4aa5-b46b-5fd2b21a544b,1707211615,uuid:9717d8df-6a02-4aa5-b46b-5fd2b21a544b
450,45,45,2,18,2,1,2,2,2,2,4,8,4825,1830,1,uuid:ba51c6d6-f797-48ef-8ab2-e7a1e55dc76f,1707211615,uuid:ba51c6d6-f797-48ef-8ab2-e7a1e55dc76f
442,45,45,1,46,5,2,2,2,5,2,3,8,4825,1910,1,uuid:d84db4b2-0b06-44fd-9540-148782bca4a3,1707211615,uuid:d84db4b2-0b06-44fd-9540-148782bca4a3
1033,104,104,1,28,2,2,2,2,5,2,5,12,4552,1612,1,uuid:aa19fea1-620c-4db9-af04-163dfdad7dce,1707211615,uuid:aa19fea1-620c-4db9-af04-163dfdad7dce
1034,104,104,2,21,2,1,1,1,5,2,5,12,4567,1631,1,uuid:cb667889-9870-403e-b517-359bb81d4c23,1707211615,uuid:cb667889-9870-403e-b517-359bb81d4c23
1035,104,104,1,70,4,2,2,2,2,2,4,12,4569,1705,1,uuid:4d865aba-4c20-4ccf-b36f-54d622ed7802,1707211615,uuid:4d865aba-4c20-4ccf-b36f-54d622ed7802
1060,106,106,1,54,2,1,1,1,5,2,2,12,4571,1122,1,uuid:bfb81479-2f96-42e8-875c-566ff472fe98,1707211615,uuid:bfb81479-2f96-42e8-875c-566ff472fe98
1036,104,104,1,45,4,1,2,2,4,2,4,12,4567,1735,1,uuid:a7b333a3-18a5-4567-9f3d-aa2f8feed45f,1707211615,uuid:a7b333a3-18a5-4567-9f3d-aa2f8feed45f
1101,111,111,2,29,3,1,2,2,3,2,5,7,4585,1158,1,uuid:922706e9-8772-4d86-8dbf-d76a332323a0,1707211615,uuid:922706e9-8772-4d86-8dbf-d76a332323a0
1102,111,111,2,26,4,1,2,2,2,1,5,12,4585,1227,1,uuid:f5cef5fa-d8cd-4d93-a5b8-d448647e6dad,1707211615,uuid:f5cef5fa-d8cd-4d93-a5b8-d448647e6dad
1103,111,111,2,31,2,2,2,2,4,2,5,12,4585,1257,1,uuid:8ae3e720-c515-4b17-bf2a-8abb5a7fa69f,1707211615,uuid:8ae3e720-c515-4b17-bf2a-8abb5a7fa69f
1104,111,111,2,22,2,1,2,2,4,1,2,12,4585,1336,1,uuid:de2388b4-3728-4f54-afa1-9d7c0809052a,1707211615,uuid:de2388b4-3728-4f54-afa1-9d7c0809052a
1105,111,111,2,32,4,1,2,2,5,1,5,12,4585,1412,1,uuid:297ea2fd-f4d5-4cba-ba07-a45607dea2f7,1707211615,uuid:297ea2fd-f4d5-4cba-ba07-a45607dea2f7
1106,111,111,1,29,4,2,2,2,5,2,4,12,4585,1440,1,uuid:25cc4da6-0ae6-4b76-b221-ce97ea9083a6,1707211615,uuid:25cc4da6-0ae6-4b76-b221-ce97ea9083a6
1107,111,111,1,38,4,2,2,1,2,2,2,12,4585,1511,1,uuid:1e20896e-58c5-47dd-a62b-bc150ad22c5a,1707211615,uuid:1e20896e-58c5-47dd-a62b-bc150ad22c5a
1108,111,111,1,63,3,2,2,2,5,2,3,12,4585,1542,1,uuid:63c33da0-e360-4b72-86a5-de64a985c48d,1707211615,uuid:63c33da0-e360-4b72-86a5-de64a985c48d
1109,111,111,1,27,2,1,1,2,5,2,5,12,4585,1611,1,uuid:69fe3da7-8cbe-4e46-9b15-eefa7e7dd293,1707211615,uuid:69fe3da7-8cbe-4e46-9b15-eefa7e7dd293
1110,111,111,1,36,2,2,99,2,5,2,5,12,4585,1655,1,uuid:8925cb95-43fa-4eea-8b9f-52e064a9bba7,1707211615,uuid:8925cb95-43fa-4eea-8b9f-52e064a9bba7
1037,104,104,2,40,3,1,1,1,2,2,2,12,4567,1757,1,uuid:0d9a4ee4-0244-48d3-bc7c-0b1fa18f0d4b,1707211615,uuid:0d9a4ee4-0244-48d3-bc7c-0b1fa18f0d4b
1061,107,107,1,21,2,1,1,1,5,2,5,12,4572,1759,1,uuid:fb9c7419-dcb4-4c12-99d1-49ef9642944e,1707211615,uuid:fb9c7419-dcb4-4c12-99d1-49ef9642944e
1038,104,104,1,60,3,2,2,2,4,1,4,12,4567,1818,1,uuid:f915d39e-8ac8-4898-965e-7746639f7b9e,1707211615,uuid:f915d39e-8ac8-4898-965e-7746639f7b9e
361,37,37,1,57,2,2,2,2,5,2,5,8,4828,1213,1,uuid:d393cd4b-09f2-4165-a705-f3fee0015c64,1707211615,uuid:d393cd4b-09f2-4165-a705-f3fee0015c64
365,37,37,1,20,2,2,2,2,2,2,4,8,4828,1815,1,uuid:868d1e68-8f84-4d25-8437-900eb6bd0f1c,1707211615,uuid:868d1e68-8f84-4d25-8437-900eb6bd0f1c
624,63,63,2,73,5,2,2,2,5,2,3,12,4812,1046,1,uuid:3823de25-f486-49f9-b89a-541e15f46e21,1707211233,uuid:3823de25-f486-49f9-b89a-541e15f46e21
625,63,63,2,31,3,1,99,2,5,2,4,12,4812,1136,1,uuid:bbaa19b8-25b5-43b5-95f7-e69dfc58b187,1707211233,uuid:bbaa19b8-25b5-43b5-95f7-e69dfc58b187
626,63,63,2,60,5,2,2,2,5,2,4,12,4812,1206,1,uuid:69e0dc0e-21ab-43ba-b4d9-053b41e1fd13,1707211233,uuid:69e0dc0e-21ab-43ba-b4d9-053b41e1fd13
630,63,63,1,53,5,2,2,1,5,2,2,12,4812,1239,1,uuid:8cbfa973-8e11-49c6-baa5-7224c89bbc27,1707211233,uuid:8cbfa973-8e11-49c6-baa5-7224c89bbc27
747,75,75,2,63,3,2,2,2,5,2,4,12,4769,238,1,uuid:81dbd4f4-d60a-4373-af7b-91565e025015,1707211233,uuid:81dbd4f4-d60a-4373-af7b-91565e025015
748,75,75,2,22,3,1,2,99,4,2,,12,4769,301,1,uuid:45ad6c8c-ab74-4750-8ba7-4122804447c4,1707211233,uuid:45ad6c8c-ab74-4750-8ba7-4122804447c4
749,75,75,1,31,5,1,2,2,3,2,1,12,4769,321,1,uuid:aa35958b-6f78-4f78-be75-cbaadb9c7df3,1707211233,uuid:aa35958b-6f78-4f78-be75-cbaadb9c7df3
750,75,75,1,68,5,2,2,2,5,2,5,12,4769,402,1,uuid:7e2f3969-6dc3-4973-b5d9-8d4c34690658,1707211233,uuid:7e2f3969-6dc3-4973-b5d9-8d4c34690658
881,89,89,2,64,3,2,2,99,5,2,4,12,4782,443,1,uuid:12f377cd-3aab-46bc-8822-2daadd64b0c3,1707211233,uuid:12f377cd-3aab-46bc-8822-2daadd64b0c3
882,89,89,2,70,1,1,1,2,2,2,4,12,4782,518,1,uuid:08f472a1-5101-48b1-a4bd-32b63a2ee629,1707211233,uuid:08f472a1-5101-48b1-a4bd-32b63a2ee629
883,89,89,1,65,5,99,99,1,5,2,2,12,4782,557,1,uuid:59c37ad7-8630-4ac9-a974-1393b5a4733b,1707211233,uuid:59c37ad7-8630-4ac9-a974-1393b5a4733b
890,89,89,2,34,1,1,1,1,4,2,3,12,4782,620,1,uuid:33277595-1c57-4763-8c27-2af9a247b7c4,1707211233,uuid:33277595-1c57-4763-8c27-2af9a247b7c4
362,37,37,1,81,5,1,1,2,5,2,2,8,4828,1317,1,uuid:0dc47a87-b2ab-49cf-b132-837ca7ae7686,1707211615,uuid:0dc47a87-b2ab-49cf-b132-837ca7ae7686
364,37,37,2,73,2,1,1,2,5,2,5,8,4828,1357,1,uuid:fb519ee1-a942-4eb0-9be5-10518840e949,1707211615,uuid:fb519ee1-a942-4eb0-9be5-10518840e949
363,37,37,1,66,3,1,1,1,3,2,2,8,4828,1646,1,uuid:9eedd5e4-547d-444f-8678-16cb28339582,1707211615,uuid:9eedd5e4-547d-444f-8678-16cb28339582
366,37,37,2,67,4,1,2,2,4,2,2,8,4828,1743,1,uuid:070ce46e-714a-44bf-88e5-f9cf82c085b9,1707211615,uuid:070ce46e-714a-44bf-88e5-f9cf82c085b9
81,9,9,2,77,99,1,99,99,99,2,3,8,4697,1225,1,uuid:0278dee9-f3e6-4856-b336-0950b6cba0e0,1707211615,uuid:0278dee9-f3e6-4856-b336-0950b6cba0e0
82,9,9,1,52,3,2,2,2,3,2,3,8,4697,118,1,uuid:db605174-6ad6-4730-ac4e-e669770bcee5,1707211615,uuid:db605174-6ad6-4730-ac4e-e669770bcee5
83,9,9,2,34,2,2,2,2,5,2,4,8,4697,1408,1,uuid:bbc30de3-bb12-44d2-8f50-e9beec1c40d1,1707211615,uuid:bbc30de3-bb12-44d2-8f50-e9beec1c40d1
83,9,9,1,31,99,2,2,2,4,2,5,8,4697,1437,1,uuid:6f696c33-41c9-4d51-8f39-e5c6c173e470,1707211615,uuid:6f696c33-41c9-4d51-8f39-e5c6c173e470
84,9,9,2,20,3,2,99,1,4,2,5,8,4697,1509,1,uuid:ff330968-636c-46ad-84d4-6ef376b137af,1707211615,uuid:ff330968-636c-46ad-84d4-6ef376b137af
85,9,9,1,73,2,1,1,1,1,2,1,8,4697,1545,1,uuid:1e2c461c-a210-4f74-8d4e-d38dbcba9b54,1707211615,uuid:1e2c461c-a210-4f74-8d4e-d38dbcba9b54
87,9,9,1,48,3,2,2,2,5,2,3,8,4697,1811,1,uuid:5a30e9b9-d0d5-4dcc-90a5-b7e48383a308,1707211615,uuid:5a30e9b9-d0d5-4dcc-90a5-b7e48383a308
74,8,8,1,19,2,1,2,2,4,2,5,8,4638,1032,1,uuid:0a5cb0f5-867e-4044-8ba6-40b36c2175de,1707211615,uuid:0a5cb0f5-867e-4044-8ba6-40b36c2175de
75,8,8,1,18,2,1,1,2,2,2,5,8,4638,1056,1,uuid:848c490e-f268-468e-b4c3-94620fd616eb,1707211615,uuid:848c490e-f268-468e-b4c3-94620fd616eb
671,68,68,1,44,3,2,2,2,3,2,4,12,4869,1130,1,uuid:05795933-5867-42ae-be99-ae24cfbc0b12,1707211615,uuid:05795933-5867-42ae-be99-ae24cfbc0b12
672,68,68,1,40,2,2,2,1,5,2,1,12,4869,1227,1,uuid:8f88273e-4970-4e34-84c4-7043228153a0,1707211615,uuid:8f88273e-4970-4e34-84c4-7043228153a0
673,68,68,2,50,5,2,2,2,5,2,4,12,4869,1343,1,uuid:6a9497ea-dea7-4668-868c-cb1af607e33d,1707211615,uuid:6a9497ea-dea7-4668-868c-cb1af607e33d
674,68,68,2,24,4,2,2,2,5,2,4,12,4869,1509,1,uuid:91fc2cf6-92a7-412c-b2a9-19816d3309a7,1707211615,uuid:91fc2cf6-92a7-412c-b2a9-19816d3309a7
675,68,68,2,26,2,1,2,2,5,2,4,12,4869,1545,1,uuid:e4daade1-6dc9-476a-a00a-718d1f02172f,1707211615,uuid:e4daade1-6dc9-476a-a00a-718d1f02172f
676,68,68,2,24,1,1,2,2,2,2,4,12,4869,1614,1,uuid:1a420d7c-8632-4714-acc8-354c173fa161,1707211615,uuid:1a420d7c-8632-4714-acc8-354c173fa161
677,68,68,2,47,2,1,2,2,5,2,5,12,4869,1709,1,uuid:818c93ae-2337-4279-97a2-94a773eb8ce2,1707211615,uuid:818c93ae-2337-4279-97a2-94a773eb8ce2
678,68,68,1,42,2,1,2,2,5,2,5,12,4869,1807,1,uuid:72b36476-f3a0-4bec-adbb-cf644666c33f,1707211615,uuid:72b36476-f3a0-4bec-adbb-cf644666c33f
679,68,68,2,20,2,1,2,2,5,2,4,12,4869,1836,1,uuid:b6c36ef3-0572-48fc-8aa1-a88c52bd4a7d,1707211615,uuid:b6c36ef3-0572-48fc-8aa1-a88c52bd4a7d
680,68,68,2,48,4,2,2,2,5,2,1,12,4869,1945,1,uuid:365613ca-b4d5-4340-a0f8-99518365fbf3,1707211615,uuid:365613ca-b4d5-4340-a0f8-99518365fbf3
79,8,8,1,75,5,2,2,2,5,2,5,8,4638,1322,1,uuid:01bdbb86-6ccd-49cb-8e45-bb3df93500ca,1707211615,uuid:01bdbb86-6ccd-49cb-8e45-bb3df93500ca
80,8,8,1,50,4,2,2,2,4,2,5,8,4638,1353,1,uuid:83ec577f-aabe-4b76-adb6-90532fca7ca4,1707211615,uuid:83ec577f-aabe-4b76-adb6-90532fca7ca4
561,57,57,2,67,4,2,2,2,4,2,,8,4638,1504,1,uuid:fab30152-0d86-4575-b9b1-6713bf001d9b,1707211615,uuid:fab30152-0d86-4575-b9b1-6713bf001d9b
562,57,57,2,41,4,2,2,2,4,2,4,8,4736,1538,1,uuid:9b6b00cf-1286-46ce-af4f-48fbb1205252,1707211615,uuid:9b6b00cf-1286-46ce-af4f-48fbb1205252
564,57,57,1,50,3,2,2,2,4,2,5,12,4736,1905,1,uuid:63aab40f-ea78-4c2b-a439-62895243590d,1707211615,uuid:63aab40f-ea78-4c2b-a439-62895243590d
566,57,57,1,32,2,1,1,1,4,2,3,12,4736,2000,1,uuid:10d1ed89-d457-47f4-bea2-cbd434f834ae,1707211615,uuid:10d1ed89-d457-47f4-bea2-cbd434f834ae
565,57,57,1,40,5,2,2,2,5,2,5,12,4736,2040,1,uuid:ec6d1987-94fc-4efc-9b62-c49d660fe088,1707211615,uuid:ec6d1987-94fc-4efc-9b62-c49d660fe088
48,5,5,1,29,4,2,2,2,4,2,5,8,4611,1212,1,uuid:6cd4d30f-6929-40a7-a74a-3e291520d839,1707211615,uuid:6cd4d30f-6929-40a7-a74a-3e291520d839
49,5,5,2,29,4,2,2,2,4,2,5,8,4611,1428,1,uuid:6075afae-99d2-41de-a18d-7bf921b616a7,1707211615,uuid:6075afae-99d2-41de-a18d-7bf921b616a7
50,5,5,1,57,5,2,2,2,5,2,5,8,4611,1449,1,uuid:a1dc4495-074f-4504-943f-854131264ce6,1707211615,uuid:a1dc4495-074f-4504-943f-854131264ce6
357,36,36,1,59,2,1,1,1,2,2,2,8,4710,1359,1,uuid:21ae7108-e28c-40cb-8e53-635cd73ada1a,1707211615,uuid:21ae7108-e28c-40cb-8e53-635cd73ada1a
201,21,21,2,35,4,2,2,2,5,2,5,8,4714,1325,1,uuid:87e80e86-2441-4102-a45d-ac5f99476ff4,1707211615,uuid:87e80e86-2441-4102-a45d-ac5f99476ff4
202,21,21,2,28,5,2,2,2,5,2,4,8,4714,1403,1,uuid:6c05d296-29b3-4b0e-836e-1e4eb0141f1a,1707211615,uuid:6c05d296-29b3-4b0e-836e-1e4eb0141f1a
892,90,90,2,69,,,,,,,,,,,,uuid:da7ef15c-2286-4130-b42d-22eafb81df80,1707211615,uuid:da7ef15c-2286-4130-b42d-22eafb81df80
892,90,90,2,50,3,2,2,2,4,2,3,12,4796,1147,1,uuid:4a617203-e3be-46f4-b4e6-c79d3fd8cbe4,1707211615,uuid:4a617203-e3be-46f4-b4e6-c79d3fd8cbe4
893,90,90,1,51,3,2,2,2,5,2,4,12,4796,1321,1,uuid:00d146d0-a23d-4dbc-ae21-f0d2ab84a651,1707211615,uuid:00d146d0-a23d-4dbc-ae21-f0d2ab84a651
896,90,90,1,20,2,1,1,2,2,2,2,12,4796,1405,1,uuid:a6147ec7-c4c6-4368-8bb6-9f224b09698f,1707211615,uuid:a6147ec7-c4c6-4368-8bb6-9f224b09698f
